,test_task,train_task,Mean,Std
0,glass,mem,0.8347222222222221,0.1350272687855925
1,glass,motor,0.66,0.1485405187626787
2,glass,semantic,0.8007638888888888,0.09778451343141929
3,mem,glass,0.7480555555555555,0.13922435676545555
4,mem,motor,0.635,0.10003570791043995
5,mem,semantic,0.695625,0.12439675868537962
6,motor,glass,0.7989583333333333,0.1381049103755593
7,motor,mem,0.8750000000000001,0.1205937690880302
8,motor,semantic,0.6300000000000001,0.0939604780137449
9,semantic,glass,0.8918055555555554,0.07796448678273037
10,semantic,mem,0.869375,0.07853286391241392
11,semantic,motor,0.6224999999999999,0.12455635557564185
