,test_task,train_task,Mean,Std
0,glass,mem,0.8404166666666667,0.1303163123704829
1,glass,motor,0.6703472222222222,0.15415724624442706
2,glass,semantic,0.785625,0.1072859163969943
3,mem,glass,0.7639583333333332,0.09997197027802261
4,mem,motor,0.64125,0.11369602330022684
5,mem,semantic,0.7074999999999999,0.08004463040793458
6,motor,glass,0.7572916666666667,0.11819723058287077
7,motor,mem,0.8375,0.1252426216817353
8,motor,semantic,0.611875,0.10063858603935173
9,semantic,glass,0.8552083333333333,0.09662329692127311
10,semantic,mem,0.8862499999999999,0.049044440488776576
11,semantic,motor,0.6299999999999999,0.13763305250868027
