train_task,test_task,sub,acc
glass,semantic,MSC01,0.95
glass,motor,MSC01,0.925
glass,mem,MSC01,0.72
semantic,glass,MSC01,0.845
semantic,motor,MSC01,0.7799999999999999
semantic,mem,MSC01,0.6550000000000001
motor,glass,MSC01,0.75
motor,semantic,MSC01,0.9000000000000001
motor,mem,MSC01,0.6500000000000001
mem,glass,MSC01,0.905
mem,semantic,MSC01,1.0
mem,motor,MSC01,0.9850000000000001
glass,semantic,MSC02,0.86
glass,motor,MSC02,0.5850000000000001
glass,mem,MSC02,0.625
semantic,glass,MSC02,0.645
semantic,motor,MSC02,0.5
semantic,mem,MSC02,0.5
motor,glass,MSC02,0.505
motor,semantic,MSC02,0.5
motor,mem,MSC02,0.5
mem,glass,MSC02,0.7649999999999999
mem,semantic,MSC02,0.835
mem,motor,MSC02,0.63
glass,semantic,MSC03,0.7799999999999999
glass,motor,MSC03,0.875
glass,mem,MSC03,0.585
semantic,glass,MSC03,0.6900000000000001
semantic,motor,MSC03,0.6799999999999999
semantic,mem,MSC03,0.625
motor,glass,MSC03,0.675
motor,semantic,MSC03,0.5349999999999999
motor,mem,MSC03,0.5599999999999999
mem,glass,MSC03,0.5449999999999999
mem,semantic,MSC03,0.75
mem,motor,MSC03,0.8400000000000001
glass,semantic,MSC04,0.96
glass,motor,MSC04,0.9
glass,mem,MSC04,0.845
semantic,glass,MSC04,0.7999999999999999
semantic,motor,MSC04,0.5399999999999999
semantic,mem,MSC04,0.7100000000000001
motor,glass,MSC04,0.89
motor,semantic,MSC04,0.5599999999999998
motor,mem,MSC04,0.6
mem,glass,MSC04,0.9700000000000001
mem,semantic,MSC04,0.95
mem,motor,MSC04,0.8949999999999999
glass,semantic,MSC05,0.905
glass,motor,MSC05,0.86
glass,mem,MSC05,0.93
semantic,glass,MSC05,0.8499999999999999
semantic,motor,MSC05,0.7050000000000002
semantic,mem,MSC05,0.865
motor,glass,MSC05,0.72
motor,semantic,MSC05,0.575
motor,mem,MSC05,0.7899999999999999
mem,glass,MSC05,0.9099999999999999
mem,semantic,MSC05,0.89
mem,motor,MSC05,1.0
glass,semantic,MSC06,0.861111111111111
glass,motor,MSC06,0.6611111111111111
glass,mem,MSC06,0.9055555555555556
semantic,glass,MSC06,0.7555555555555555
semantic,motor,MSC06,0.665
semantic,mem,MSC06,0.8099999999999999
motor,glass,MSC06,0.5277777777777777
motor,semantic,MSC06,0.685
motor,mem,MSC06,0.7250000000000001
mem,glass,MSC06,0.8222222222222222
mem,semantic,MSC06,0.86
mem,motor,MSC06,0.9049999999999999
glass,semantic,MSC07,1.0
glass,motor,MSC07,0.5850000000000001
glass,mem,MSC07,0.7150000000000001
semantic,glass,MSC07,0.9100000000000001
semantic,motor,MSC07,0.5499999999999999
semantic,mem,MSC07,0.6
motor,glass,MSC07,0.5
motor,semantic,MSC07,0.5449999999999999
motor,mem,MSC07,0.5
mem,glass,MSC07,0.95
mem,semantic,MSC07,0.9650000000000001
mem,motor,MSC07,0.7949999999999999
glass,semantic,MSC10,0.8950000000000001
glass,motor,MSC10,0.8800000000000001
glass,mem,MSC10,0.8399999999999999
semantic,glass,MSC10,0.8700000000000001
semantic,motor,MSC10,0.6649999999999999
semantic,mem,MSC10,0.78
motor,glass,MSC10,0.635
motor,semantic,MSC10,0.5999999999999999
motor,mem,MSC10,0.635
mem,glass,MSC10,0.8549999999999999
mem,semantic,MSC10,0.85
mem,motor,MSC10,0.915
