train_task,test_task,sub,acc
glass,semantic,MSC01,0.9299999999999999
glass,motor,MSC01,0.7899999999999999
glass,mem,MSC01,0.8099999999999999
semantic,glass,MSC01,0.8049999999999999
semantic,motor,MSC01,0.8149999999999998
semantic,mem,MSC01,0.7150000000000001
motor,glass,MSC01,0.605
motor,semantic,MSC01,0.845
motor,mem,MSC01,0.6500000000000001
mem,glass,MSC01,0.8299999999999998
mem,semantic,MSC01,0.86
mem,motor,MSC01,0.7799999999999999
glass,semantic,MSC02,0.775
glass,motor,MSC02,0.67
glass,mem,MSC02,0.68
semantic,glass,MSC02,0.6450000000000001
semantic,motor,MSC02,0.53
semantic,mem,MSC02,0.49499999999999994
motor,glass,MSC02,0.6399999999999999
motor,semantic,MSC02,0.64
motor,mem,MSC02,0.63
mem,glass,MSC02,0.7699999999999999
mem,semantic,MSC02,0.8149999999999998
mem,motor,MSC02,0.8349999999999997
glass,semantic,MSC03,0.6699999999999999
glass,motor,MSC03,0.7349999999999999
glass,mem,MSC03,0.6100000000000001
semantic,glass,MSC03,0.6650000000000001
semantic,motor,MSC03,0.68
semantic,mem,MSC03,0.6299999999999999
motor,glass,MSC03,0.6400000000000001
motor,semantic,MSC03,0.5549999999999999
motor,mem,MSC03,0.79
mem,glass,MSC03,0.5399999999999999
mem,semantic,MSC03,0.64
mem,motor,MSC03,0.8000000000000002
glass,semantic,MSC04,0.775
glass,motor,MSC04,0.845
glass,mem,MSC04,0.8400000000000001
semantic,glass,MSC04,0.9099999999999999
semantic,motor,MSC04,0.82
semantic,mem,MSC04,0.9
motor,glass,MSC04,0.9150000000000003
motor,semantic,MSC04,0.74
motor,mem,MSC04,0.7949999999999998
mem,glass,MSC04,0.89
mem,semantic,MSC04,0.8800000000000001
mem,motor,MSC04,0.7949999999999998
glass,semantic,MSC05,0.8299999999999998
glass,motor,MSC05,0.7999999999999999
glass,mem,MSC05,0.6700000000000002
semantic,glass,MSC05,0.89
semantic,motor,MSC05,0.7000000000000001
semantic,mem,MSC05,0.7999999999999999
motor,glass,MSC05,0.65
motor,semantic,MSC05,0.5549999999999999
motor,mem,MSC05,0.63
mem,glass,MSC05,0.8699999999999999
mem,semantic,MSC05,0.93
mem,motor,MSC05,0.86
glass,semantic,MSC06,0.6666666666666667
glass,motor,MSC06,0.6777777777777778
glass,mem,MSC06,0.7222222222222221
semantic,glass,MSC06,0.6722222222222223
semantic,motor,MSC06,0.725
semantic,mem,MSC06,0.8549999999999999
motor,glass,MSC06,0.7277777777777779
motor,semantic,MSC06,0.545
motor,mem,MSC06,0.7949999999999999
mem,glass,MSC06,0.8055555555555556
mem,semantic,MSC06,0.8049999999999999
mem,motor,MSC06,0.8450000000000001
glass,semantic,MSC07,0.76
glass,motor,MSC07,0.565
glass,mem,MSC07,0.8499999999999999
semantic,glass,MSC07,0.745
semantic,motor,MSC07,0.5499999999999999
semantic,mem,MSC07,0.6850000000000002
motor,glass,MSC07,0.595
motor,semantic,MSC07,0.5499999999999999
motor,mem,MSC07,0.6450000000000001
mem,glass,MSC07,0.845
mem,semantic,MSC07,0.7849999999999999
mem,motor,MSC07,0.9100000000000001
glass,semantic,MSC10,0.95
glass,motor,MSC10,0.9199999999999999
glass,mem,MSC10,0.7899999999999998
semantic,glass,MSC10,0.9199999999999999
semantic,motor,MSC10,0.725
semantic,mem,MSC10,0.7100000000000001
motor,glass,MSC10,0.86
motor,semantic,MSC10,0.82
motor,mem,MSC10,0.8800000000000001
mem,glass,MSC10,0.8399999999999999
mem,semantic,MSC10,0.8649999999999999
mem,motor,MSC10,0.99
