,test_task,train_task,Mean,Std
0,glass,mem,0.8412499999999999,0.14047750201163378
1,glass,motor,0.661875,0.15287570815161292
2,glass,semantic,0.8071527777777777,0.10130386193369322
3,mem,glass,0.7588888888888888,0.13513204725010097
4,mem,motor,0.639375,0.10831295595897765
5,mem,semantic,0.6918750000000001,0.12492676426039151
6,motor,glass,0.7934027777777778,0.142766640755192
7,motor,mem,0.8781249999999999,0.12115331196463426
8,motor,semantic,0.63375,0.09945386583020004
9,semantic,glass,0.89625,0.07332656895209076
10,semantic,mem,0.880625,0.07296953865434928
11,semantic,motor,0.630625,0.12990209225192864
