train_task,test_task,sub,acc
glass,semantic,MSC01,0.95
glass,motor,MSC01,0.945
glass,mem,MSC01,0.74
semantic,glass,MSC01,0.8549999999999999
semantic,motor,MSC01,0.8549999999999999
semantic,mem,MSC01,0.6500000000000001
motor,glass,MSC01,0.825
motor,semantic,MSC01,0.95
motor,mem,MSC01,0.61
mem,glass,MSC01,0.9949999999999999
mem,semantic,MSC01,0.9000000000000001
mem,motor,MSC01,0.9949999999999999
glass,semantic,MSC02,0.835
glass,motor,MSC02,0.68
glass,mem,MSC02,0.5449999999999999
semantic,glass,MSC02,0.6299999999999999
semantic,motor,MSC02,0.55
semantic,mem,MSC02,0.5
motor,glass,MSC02,0.57
motor,semantic,MSC02,0.505
motor,mem,MSC02,0.5
mem,glass,MSC02,0.7100000000000001
mem,semantic,MSC02,0.8400000000000001
mem,motor,MSC02,0.755
glass,semantic,MSC03,0.71
glass,motor,MSC03,0.93
glass,mem,MSC03,0.6350000000000001
semantic,glass,MSC03,0.835
semantic,motor,MSC03,0.845
semantic,mem,MSC03,0.665
motor,glass,MSC03,0.7
motor,semantic,MSC03,0.57
motor,mem,MSC03,0.595
mem,glass,MSC03,0.53
mem,semantic,MSC03,0.715
mem,motor,MSC03,0.9
glass,semantic,MSC04,0.9549999999999998
glass,motor,MSC04,0.8950000000000001
glass,mem,MSC04,0.8399999999999999
semantic,glass,MSC04,0.9400000000000001
semantic,motor,MSC04,0.6850000000000002
semantic,mem,MSC04,0.8299999999999998
motor,glass,MSC04,0.9949999999999999
motor,semantic,MSC04,0.6849999999999999
motor,mem,MSC04,0.825
mem,glass,MSC04,0.9949999999999999
mem,semantic,MSC04,0.9600000000000002
mem,motor,MSC04,0.925
glass,semantic,MSC05,0.75
glass,motor,MSC05,0.86
glass,mem,MSC05,0.86
semantic,glass,MSC05,0.765
semantic,motor,MSC05,0.745
semantic,mem,MSC05,0.845
motor,glass,MSC05,0.655
motor,semantic,MSC05,0.61
motor,mem,MSC05,0.8450000000000001
mem,glass,MSC05,0.79
mem,semantic,MSC05,0.8399999999999999
mem,motor,MSC05,0.96
glass,semantic,MSC06,0.8277777777777777
glass,motor,MSC06,0.7888888888888889
glass,mem,MSC06,0.8222222222222221
semantic,glass,MSC06,0.8499999999999999
semantic,motor,MSC06,0.865
semantic,mem,MSC06,0.8099999999999999
motor,glass,MSC06,0.6222222222222221
motor,semantic,MSC06,0.7
motor,mem,MSC06,0.7999999999999999
mem,glass,MSC06,0.8277777777777777
mem,semantic,MSC06,0.82
mem,motor,MSC06,0.95
glass,semantic,MSC07,0.99
glass,motor,MSC07,0.6500000000000001
glass,mem,MSC07,0.745
semantic,glass,MSC07,0.9349999999999999
semantic,motor,MSC07,0.595
semantic,mem,MSC07,0.6900000000000001
motor,glass,MSC07,0.575
motor,semantic,MSC07,0.5499999999999999
motor,mem,MSC07,0.5199999999999999
mem,glass,MSC07,0.8699999999999999
mem,semantic,MSC07,0.885
mem,motor,MSC07,0.755
glass,semantic,MSC10,0.86
glass,motor,MSC10,0.8049999999999999
glass,mem,MSC10,0.735
semantic,glass,MSC10,0.9400000000000001
semantic,motor,MSC10,0.64
semantic,mem,MSC10,0.725
motor,glass,MSC10,0.7350000000000001
motor,semantic,MSC10,0.6250000000000001
motor,mem,MSC10,0.615
mem,glass,MSC10,0.9299999999999999
mem,semantic,MSC10,0.8499999999999999
mem,motor,MSC10,0.8800000000000001
