train_task,test_task,sub,acc
glass,semantic,MSC01,0.9349999999999999
glass,motor,MSC01,0.8800000000000001
glass,mem,MSC01,0.8099999999999999
semantic,glass,MSC01,0.915
semantic,motor,MSC01,0.76
semantic,mem,MSC01,0.7499999999999999
motor,glass,MSC01,0.69
motor,semantic,MSC01,0.755
motor,mem,MSC01,0.635
mem,glass,MSC01,0.9650000000000001
mem,semantic,MSC01,0.95
mem,motor,MSC01,0.9
glass,semantic,MSC02,0.8299999999999998
glass,motor,MSC02,0.6050000000000001
glass,mem,MSC02,0.6950000000000001
semantic,glass,MSC02,0.75
semantic,motor,MSC02,0.53
semantic,mem,MSC02,0.5349999999999999
motor,glass,MSC02,0.5849999999999999
motor,semantic,MSC02,0.51
motor,mem,MSC02,0.5
mem,glass,MSC02,0.8249999999999998
mem,semantic,MSC02,0.8499999999999999
mem,motor,MSC02,0.8600000000000001
glass,semantic,MSC03,0.67
glass,motor,MSC03,0.775
glass,mem,MSC03,0.655
semantic,glass,MSC03,0.615
semantic,motor,MSC03,0.525
semantic,mem,MSC03,0.645
motor,glass,MSC03,0.6400000000000001
motor,semantic,MSC03,0.6199999999999999
motor,mem,MSC03,0.705
mem,glass,MSC03,0.6050000000000001
mem,semantic,MSC03,0.7849999999999999
mem,motor,MSC03,0.8499999999999999
glass,semantic,MSC04,0.9550000000000001
glass,motor,MSC04,0.74
glass,mem,MSC04,0.8399999999999999
semantic,glass,MSC04,0.76
semantic,motor,MSC04,0.595
semantic,mem,MSC04,0.665
motor,glass,MSC04,0.755
motor,semantic,MSC04,0.7000000000000001
motor,mem,MSC04,0.51
mem,glass,MSC04,0.75
mem,semantic,MSC04,0.8549999999999999
mem,motor,MSC04,0.6400000000000001
glass,semantic,MSC05,0.8649999999999999
glass,motor,MSC05,0.9199999999999999
glass,mem,MSC05,0.7350000000000001
semantic,glass,MSC05,0.9
semantic,motor,MSC05,0.675
semantic,mem,MSC05,0.7150000000000001
motor,glass,MSC05,0.7200000000000001
motor,semantic,MSC05,0.5499999999999999
motor,mem,MSC05,0.5499999999999999
mem,glass,MSC05,0.945
mem,semantic,MSC05,0.9100000000000001
mem,motor,MSC05,0.915
glass,semantic,MSC06,0.7888888888888889
glass,motor,MSC06,0.5888888888888889
glass,mem,MSC06,0.7166666666666667
semantic,glass,MSC06,0.9222222222222223
semantic,motor,MSC06,0.755
semantic,mem,MSC06,0.845
motor,glass,MSC06,0.5111111111111111
motor,semantic,MSC06,0.66
motor,mem,MSC06,0.7350000000000001
mem,glass,MSC06,0.7888888888888889
mem,semantic,MSC06,0.835
mem,motor,MSC06,0.705
glass,semantic,MSC07,0.9799999999999999
glass,motor,MSC07,0.6000000000000001
glass,mem,MSC07,0.6500000000000001
semantic,glass,MSC07,0.8950000000000001
semantic,motor,MSC07,0.595
semantic,mem,MSC07,0.63
motor,glass,MSC07,0.5199999999999999
motor,semantic,MSC07,0.5
motor,mem,MSC07,0.505
mem,glass,MSC07,0.77
mem,semantic,MSC07,0.825
mem,motor,MSC07,0.6500000000000001
glass,semantic,MSC10,0.8400000000000001
glass,motor,MSC10,0.89
glass,mem,MSC10,0.835
semantic,glass,MSC10,0.7999999999999999
semantic,motor,MSC10,0.745
semantic,mem,MSC10,0.7849999999999999
motor,glass,MSC10,0.775
motor,semantic,MSC10,0.605
motor,mem,MSC10,0.7000000000000001
mem,glass,MSC10,0.75
mem,semantic,MSC10,0.67
mem,motor,MSC10,0.6050000000000001
