train_task,test_task,sub,acc
glass,semantic,MSC01,0.6900000000000001
glass,motor,MSC01,0.6650000000000001
glass,mem,MSC01,0.7
semantic,glass,MSC01,0.7699999999999999
semantic,motor,MSC01,0.72
semantic,mem,MSC01,0.74
motor,glass,MSC01,0.73
motor,semantic,MSC01,0.76
motor,mem,MSC01,0.74
mem,glass,MSC01,0.7849999999999999
mem,semantic,MSC01,0.65
mem,motor,MSC01,0.7000000000000001
glass,semantic,MSC02,0.605
glass,motor,MSC02,0.76
glass,mem,MSC02,0.5399999999999999
semantic,glass,MSC02,0.735
semantic,motor,MSC02,0.74
semantic,mem,MSC02,0.6500000000000001
motor,glass,MSC02,0.6950000000000001
motor,semantic,MSC02,0.64
motor,mem,MSC02,0.49499999999999994
mem,glass,MSC02,0.495
mem,semantic,MSC02,0.5799999999999998
mem,motor,MSC02,0.6049999999999999
glass,semantic,MSC03,0.6950000000000001
glass,motor,MSC03,0.8100000000000002
glass,mem,MSC03,0.605
semantic,glass,MSC03,0.7350000000000001
semantic,motor,MSC03,0.755
semantic,mem,MSC03,0.605
motor,glass,MSC03,0.7649999999999999
motor,semantic,MSC03,0.6500000000000001
motor,mem,MSC03,0.5499999999999999
mem,glass,MSC03,0.705
mem,semantic,MSC03,0.595
mem,motor,MSC03,0.7
glass,semantic,MSC04,0.89
glass,motor,MSC04,0.7049999999999998
glass,mem,MSC04,0.7349999999999999
semantic,glass,MSC04,0.7949999999999999
semantic,motor,MSC04,0.8699999999999999
semantic,mem,MSC04,0.7899999999999999
motor,glass,MSC04,0.7849999999999999
motor,semantic,MSC04,0.86
motor,mem,MSC04,0.7000000000000001
mem,glass,MSC04,0.835
mem,semantic,MSC04,0.95
mem,motor,MSC04,0.775
glass,semantic,MSC05,0.805
glass,motor,MSC05,0.89
glass,mem,MSC05,0.805
semantic,glass,MSC05,0.8799999999999999
semantic,motor,MSC05,0.8300000000000001
semantic,mem,MSC05,0.89
motor,glass,MSC05,0.7949999999999999
motor,semantic,MSC05,0.655
motor,mem,MSC05,0.6900000000000001
mem,glass,MSC05,0.8299999999999998
mem,semantic,MSC05,0.8399999999999999
mem,motor,MSC05,0.82
glass,semantic,MSC06,0.8555555555555556
glass,motor,MSC06,0.6333333333333333
glass,mem,MSC06,0.6833333333333333
semantic,glass,MSC06,0.7666666666666666
semantic,motor,MSC06,0.68
semantic,mem,MSC06,0.645
motor,glass,MSC06,0.7111111111111111
motor,semantic,MSC06,0.925
motor,mem,MSC06,0.82
mem,glass,MSC06,0.7555555555555555
mem,semantic,MSC06,0.8550000000000002
mem,motor,MSC06,0.7649999999999999
glass,semantic,MSC07,0.93
glass,motor,MSC07,0.5649999999999998
glass,mem,MSC07,0.6850000000000002
semantic,glass,MSC07,0.8800000000000001
semantic,motor,MSC07,0.6
semantic,mem,MSC07,0.835
motor,glass,MSC07,0.5900000000000001
motor,semantic,MSC07,0.6000000000000001
motor,mem,MSC07,0.7849999999999999
mem,glass,MSC07,0.85
mem,semantic,MSC07,0.835
mem,motor,MSC07,0.74
glass,semantic,MSC10,0.5000000000000001
glass,motor,MSC10,0.495
glass,mem,MSC10,0.36
semantic,glass,MSC10,0.58
semantic,motor,MSC10,0.64
semantic,mem,MSC10,0.595
motor,glass,MSC10,0.5349999999999999
motor,semantic,MSC10,0.5900000000000001
motor,mem,MSC10,0.6799999999999999
mem,glass,MSC10,0.6350000000000001
mem,semantic,MSC10,0.67
mem,motor,MSC10,0.6500000000000001
