train_task,test_task,sub,acc
glass,semantic,MSC01,0.95
glass,motor,MSC01,0.9250000000000002
glass,mem,MSC01,0.7449999999999999
semantic,glass,MSC01,0.8550000000000001
semantic,motor,MSC01,0.7999999999999999
semantic,mem,MSC01,0.685
motor,glass,MSC01,0.8800000000000001
motor,semantic,MSC01,0.86
motor,mem,MSC01,0.6500000000000001
mem,glass,MSC01,0.945
mem,semantic,MSC01,0.9800000000000001
mem,motor,MSC01,0.99
glass,semantic,MSC02,0.9
glass,motor,MSC02,0.63
glass,mem,MSC02,0.615
semantic,glass,MSC02,0.635
semantic,motor,MSC02,0.5
semantic,mem,MSC02,0.505
motor,glass,MSC02,0.58
motor,semantic,MSC02,0.5
motor,mem,MSC02,0.5
mem,glass,MSC02,0.77
mem,semantic,MSC02,0.845
mem,motor,MSC02,0.76
glass,semantic,MSC03,0.7799999999999999
glass,motor,MSC03,0.8649999999999999
glass,mem,MSC03,0.6500000000000001
semantic,glass,MSC03,0.6850000000000002
semantic,motor,MSC03,0.7000000000000001
semantic,mem,MSC03,0.685
motor,glass,MSC03,0.6799999999999999
motor,semantic,MSC03,0.605
motor,mem,MSC03,0.5849999999999999
mem,glass,MSC03,0.5799999999999998
mem,semantic,MSC03,0.7699999999999999
mem,motor,MSC03,0.8550000000000001
glass,semantic,MSC04,0.9949999999999999
glass,motor,MSC04,0.9
glass,mem,MSC04,0.8950000000000001
semantic,glass,MSC04,0.9349999999999999
semantic,motor,MSC04,0.53
semantic,mem,MSC04,0.7749999999999999
motor,glass,MSC04,0.86
motor,semantic,MSC04,0.63
motor,mem,MSC04,0.8249999999999998
mem,glass,MSC04,0.9949999999999999
mem,semantic,MSC04,0.975
mem,motor,MSC04,0.9400000000000001
glass,semantic,MSC05,0.9000000000000001
glass,motor,MSC05,0.8499999999999999
glass,mem,MSC05,0.9599999999999997
semantic,glass,MSC05,0.7949999999999999
semantic,motor,MSC05,0.655
semantic,mem,MSC05,0.7000000000000001
motor,glass,MSC05,0.7050000000000001
motor,semantic,MSC05,0.58
motor,mem,MSC05,0.835
mem,glass,MSC05,0.845
mem,semantic,MSC05,0.915
mem,motor,MSC05,1.0
glass,semantic,MSC06,0.8222222222222221
glass,motor,MSC06,0.8222222222222222
glass,mem,MSC06,0.85
semantic,glass,MSC06,0.7722222222222221
semantic,motor,MSC06,0.75
semantic,mem,MSC06,0.8099999999999999
motor,glass,MSC06,0.6666666666666667
motor,semantic,MSC06,0.7949999999999999
motor,mem,MSC06,0.75
mem,glass,MSC06,0.7722222222222221
mem,semantic,MSC06,0.8549999999999999
mem,motor,MSC06,0.975
glass,semantic,MSC07,1.0
glass,motor,MSC07,0.6000000000000001
glass,mem,MSC07,0.72
semantic,glass,MSC07,0.95
semantic,motor,MSC07,0.5499999999999999
semantic,mem,MSC07,0.585
motor,glass,MSC07,0.5499999999999999
motor,semantic,MSC07,0.5899999999999999
motor,mem,MSC07,0.505
mem,glass,MSC07,0.9949999999999999
mem,semantic,MSC07,0.9949999999999999
mem,motor,MSC07,0.8800000000000001
glass,semantic,MSC10,0.8950000000000001
glass,motor,MSC10,0.8800000000000001
glass,mem,MSC10,0.8549999999999999
semantic,glass,MSC10,0.8400000000000001
semantic,motor,MSC10,0.675
semantic,mem,MSC10,0.7400000000000001
motor,glass,MSC10,0.5949999999999999
motor,semantic,MSC10,0.5999999999999999
motor,mem,MSC10,0.675
mem,glass,MSC10,0.82
mem,semantic,MSC10,0.8149999999999998
mem,motor,MSC10,0.905
