,test_task,train_task,Mean,Std
0,glass,mem,0.7363194444444443,0.12168965409425828
1,glass,motor,0.7007638888888889,0.09323073418770292
2,glass,semantic,0.7677083333333333,0.09512705580449628
3,mem,glass,0.6391666666666668,0.13803323731324496
4,mem,motor,0.6824999999999999,0.11071198154284323
5,mem,semantic,0.71875,0.11134726887406929
6,motor,glass,0.6904166666666667,0.1292891124695913
7,motor,mem,0.719375,0.07007330345533064
8,motor,semantic,0.7293749999999999,0.09096457316685752
9,semantic,glass,0.7463194444444444,0.14938378349313255
10,semantic,mem,0.746875,0.13917967575352783
11,semantic,motor,0.71,0.12492855100873798
