train_task,test_task,sub,acc
glass,semantic,MSC01,0.95
glass,motor,MSC01,0.925
glass,mem,MSC01,0.7
semantic,glass,MSC01,0.845
semantic,motor,MSC01,0.73
semantic,mem,MSC01,0.6550000000000001
motor,glass,MSC01,0.7699999999999999
motor,semantic,MSC01,0.9000000000000001
motor,mem,MSC01,0.6500000000000001
mem,glass,MSC01,0.905
mem,semantic,MSC01,1.0
mem,motor,MSC01,1.0
glass,semantic,MSC02,0.825
glass,motor,MSC02,0.585
glass,mem,MSC02,0.535
semantic,glass,MSC02,0.6399999999999999
semantic,motor,MSC02,0.5
semantic,mem,MSC02,0.5
motor,glass,MSC02,0.5
motor,semantic,MSC02,0.5
motor,mem,MSC02,0.5
mem,glass,MSC02,0.7449999999999999
mem,semantic,MSC02,0.8099999999999999
mem,motor,MSC02,0.625
glass,semantic,MSC03,0.7749999999999999
glass,motor,MSC03,0.9200000000000002
glass,mem,MSC03,0.605
semantic,glass,MSC03,0.6900000000000001
semantic,motor,MSC03,0.6950000000000001
semantic,mem,MSC03,0.6300000000000001
motor,glass,MSC03,0.68
motor,semantic,MSC03,0.5499999999999999
motor,mem,MSC03,0.5849999999999999
mem,glass,MSC03,0.55
mem,semantic,MSC03,0.7649999999999999
mem,motor,MSC03,0.8800000000000002
glass,semantic,MSC04,0.975
glass,motor,MSC04,0.9
glass,mem,MSC04,0.86
semantic,glass,MSC04,0.7999999999999999
semantic,motor,MSC04,0.5149999999999999
semantic,mem,MSC04,0.72
motor,glass,MSC04,0.925
motor,semantic,MSC04,0.575
motor,mem,MSC04,0.6849999999999999
mem,glass,MSC04,0.975
mem,semantic,MSC04,0.95
mem,motor,MSC04,0.8999999999999998
glass,semantic,MSC05,0.8799999999999999
glass,motor,MSC05,0.8549999999999999
glass,mem,MSC05,0.9099999999999999
semantic,glass,MSC05,0.8700000000000001
semantic,motor,MSC05,0.7150000000000001
semantic,mem,MSC05,0.8500000000000002
motor,glass,MSC05,0.74
motor,semantic,MSC05,0.625
motor,mem,MSC05,0.775
mem,glass,MSC05,0.885
mem,semantic,MSC05,0.835
mem,motor,MSC05,0.985
glass,semantic,MSC06,0.8444444444444442
glass,motor,MSC06,0.7166666666666666
glass,mem,MSC06,0.8944444444444445
semantic,glass,MSC06,0.7611111111111111
semantic,motor,MSC06,0.645
semantic,mem,MSC06,0.8200000000000001
motor,glass,MSC06,0.55
motor,semantic,MSC06,0.6799999999999999
motor,mem,MSC06,0.735
mem,glass,MSC06,0.8277777777777778
mem,semantic,MSC06,0.8299999999999998
mem,motor,MSC06,0.915
glass,semantic,MSC07,1.0
glass,motor,MSC07,0.6200000000000001
glass,mem,MSC07,0.68
semantic,glass,MSC07,0.9200000000000002
semantic,motor,MSC07,0.5499999999999999
semantic,mem,MSC07,0.585
motor,glass,MSC07,0.5
motor,semantic,MSC07,0.5499999999999999
motor,mem,MSC07,0.505
mem,glass,MSC07,0.9399999999999998
mem,semantic,MSC07,0.915
mem,motor,MSC07,0.7849999999999999
glass,semantic,MSC10,0.8850000000000001
glass,motor,MSC10,0.8699999999999999
glass,mem,MSC10,0.7999999999999999
semantic,glass,MSC10,0.8800000000000001
semantic,motor,MSC10,0.6900000000000001
semantic,mem,MSC10,0.8049999999999999
motor,glass,MSC10,0.615
motor,semantic,MSC10,0.5999999999999999
motor,mem,MSC10,0.645
mem,glass,MSC10,0.8499999999999999
mem,semantic,MSC10,0.8499999999999999
mem,motor,MSC10,0.9100000000000001
