,test_task,train_task,Mean,Std
0,glass,mem,0.8402777777777778,0.13969007014333204
1,glass,motor,0.6895833333333332,0.12340007846464027
2,glass,semantic,0.8084027777777778,0.11086140094937709
3,mem,glass,0.7862499999999998,0.12235049185492815
4,mem,motor,0.6656249999999999,0.13162276995804548
5,mem,semantic,0.685625,0.0995503282623561
6,motor,glass,0.8090277777777778,0.12391922541239418
7,motor,mem,0.913125,0.08106159474656996
8,motor,semantic,0.645,0.10846329201294654
9,semantic,glass,0.9052777777777778,0.077253333917773
10,semantic,mem,0.8937499999999999,0.08463155439905384
11,semantic,motor,0.6449999999999999,0.12002975821496456
