train_task,test_task,sub,acc
glass,semantic,MSC01,0.9649999999999999
glass,motor,MSC01,0.9
glass,mem,MSC01,0.8650000000000002
semantic,glass,MSC01,0.8099999999999999
semantic,motor,MSC01,0.7550000000000001
semantic,mem,MSC01,0.7000000000000001
motor,glass,MSC01,0.7100000000000001
motor,semantic,MSC01,0.915
motor,mem,MSC01,0.6450000000000001
mem,glass,MSC01,0.8550000000000001
mem,semantic,MSC01,0.975
mem,motor,MSC01,0.8950000000000001
glass,semantic,MSC02,0.86
glass,motor,MSC02,0.63
glass,mem,MSC02,0.6550000000000001
semantic,glass,MSC02,0.6149999999999999
semantic,motor,MSC02,0.505
semantic,mem,MSC02,0.5
motor,glass,MSC02,0.505
motor,semantic,MSC02,0.5399999999999999
motor,mem,MSC02,0.5
mem,glass,MSC02,0.8049999999999999
mem,semantic,MSC02,0.8499999999999999
mem,motor,MSC02,0.755
glass,semantic,MSC03,0.72
glass,motor,MSC03,0.9299999999999999
glass,mem,MSC03,0.63
semantic,glass,MSC03,0.7250000000000001
semantic,motor,MSC03,0.7999999999999999
semantic,mem,MSC03,0.6700000000000002
motor,glass,MSC03,0.73
motor,semantic,MSC03,0.5549999999999999
motor,mem,MSC03,0.595
mem,glass,MSC03,0.545
mem,semantic,MSC03,0.685
mem,motor,MSC03,0.9400000000000001
glass,semantic,MSC04,1.0
glass,motor,MSC04,0.8800000000000001
glass,mem,MSC04,0.8299999999999998
semantic,glass,MSC04,0.725
semantic,motor,MSC04,0.5549999999999999
semantic,mem,MSC04,0.74
motor,glass,MSC04,0.8299999999999998
motor,semantic,MSC04,0.7949999999999999
motor,mem,MSC04,0.74
mem,glass,MSC04,0.7999999999999999
mem,semantic,MSC04,1.0
mem,motor,MSC04,0.8699999999999999
glass,semantic,MSC05,0.9350000000000002
glass,motor,MSC05,0.845
glass,mem,MSC05,0.8400000000000001
semantic,glass,MSC05,0.7799999999999999
semantic,motor,MSC05,0.75
semantic,mem,MSC05,0.9099999999999999
motor,glass,MSC05,0.685
motor,semantic,MSC05,0.635
motor,mem,MSC05,0.7350000000000001
mem,glass,MSC05,0.8549999999999999
mem,semantic,MSC05,0.945
mem,motor,MSC05,0.9949999999999999
glass,semantic,MSC06,0.9166666666666666
glass,motor,MSC06,0.7277777777777777
glass,mem,MSC06,0.9000000000000001
semantic,glass,MSC06,0.8111111111111111
semantic,motor,MSC06,0.675
semantic,mem,MSC06,0.8700000000000001
motor,glass,MSC06,0.5666666666666667
motor,semantic,MSC06,0.7899999999999999
motor,mem,MSC06,0.845
mem,glass,MSC06,0.8444444444444443
mem,semantic,MSC06,0.99
mem,motor,MSC06,0.9100000000000001
glass,semantic,MSC07,0.95
glass,motor,MSC07,0.595
glass,mem,MSC07,0.8499999999999999
semantic,glass,MSC07,0.9400000000000001
semantic,motor,MSC07,0.5499999999999999
semantic,mem,MSC07,0.8099999999999999
motor,glass,MSC07,0.525
motor,semantic,MSC07,0.5499999999999999
motor,mem,MSC07,0.53
mem,glass,MSC07,0.915
mem,semantic,MSC07,0.9400000000000001
mem,motor,MSC07,0.865
glass,semantic,MSC10,0.86
glass,motor,MSC10,0.8800000000000001
glass,mem,MSC10,0.915
semantic,glass,MSC10,0.8600000000000001
semantic,motor,MSC10,0.645
semantic,mem,MSC10,0.7749999999999999
motor,glass,MSC10,0.6399999999999999
motor,semantic,MSC10,0.585
motor,mem,MSC10,0.5599999999999998
mem,glass,MSC10,0.8900000000000002
mem,semantic,MSC10,0.8850000000000001
mem,motor,MSC10,0.8499999999999999
