,test_task,train_task,Mean,Std
0,glass,mem,0.8493055555555554,0.10455825865641977
1,glass,motor,0.6741666666666666,0.10248499696626136
2,glass,semantic,0.7659027777777777,0.07262217553329497
3,mem,glass,0.7729166666666667,0.11809583813211615
4,mem,motor,0.658125,0.11278733148211788
5,mem,semantic,0.7131250000000001,0.10278053943093639
6,motor,glass,0.7499305555555553,0.1391671617074489
7,motor,mem,0.8674999999999999,0.11582005747833889
8,motor,semantic,0.63375,0.1071297611043995
9,semantic,glass,0.8514583333333334,0.08787363537290802
10,semantic,mem,0.88,0.05952190473142765
11,semantic,motor,0.646875,0.1373716933827968
