,test_task,train_task,Mean,Std
0,glass,mem,0.7998611111111111,0.11521613383372499
1,glass,motor,0.649513888888889,0.10258322964075244
2,glass,semantic,0.8196527777777778,0.10851163085117821
3,mem,glass,0.7420833333333334,0.07728400520364771
4,mem,motor,0.605,0.0999285459001295
5,mem,semantic,0.6962499999999999,0.09800692395365312
6,motor,glass,0.749861111111111,0.13918468501674267
7,motor,mem,0.7656250000000002,0.12818617877357688
8,motor,semantic,0.6475,0.0991391518451284
9,semantic,glass,0.857986111111111,0.10106528592647601
10,semantic,mem,0.835,0.08392173224414005
11,semantic,motor,0.6125,0.09055385138137421
