,test_task,train_task,Mean,Std
0,glass,mem,0.7500694444444445,0.09238913824666405
1,glass,motor,0.6884722222222223,0.11870507597288497
2,glass,semantic,0.78,0.07639184698457208
3,mem,glass,0.6899305555555557,0.07161985520518731
4,mem,motor,0.6325000000000001,0.12741944233795047
5,mem,semantic,0.723125,0.10954247382375738
6,motor,glass,0.7355555555555555,0.14177757874295624
7,motor,mem,0.7725000000000001,0.1445436167489147
8,motor,semantic,0.7274999999999999,0.0985248337077656
9,semantic,glass,0.8257638888888889,0.07655728192814683
10,semantic,mem,0.8275,0.10222524150130433
11,semantic,motor,0.749375,0.13143269597565352
