,test_task,train_task,Mean,Std
0,glass,mem,0.7772222222222223,0.11728332869045165
1,glass,motor,0.6952777777777778,0.12656881489133978
2,glass,semantic,0.7575,0.1260385428577873
3,mem,glass,0.7058333333333332,0.1367508451556832
4,mem,motor,0.750625,0.14509695034700074
5,mem,semantic,0.6843750000000001,0.13216433223183066
6,motor,glass,0.7132638888888889,0.15191210372282912
7,motor,mem,0.78375,0.12605979306889026
8,motor,semantic,0.676875,0.10616488187181833
9,semantic,glass,0.8038194444444445,0.12125680675088517
10,semantic,mem,0.8125000000000001,0.10980502200328937
11,semantic,motor,0.745,0.12478553029669973
