,test_task,train_task,Mean,Std
0,glass,mem,0.7426388888888888,0.13669916699634851
1,glass,motor,0.696111111111111,0.138422072640181
2,glass,semantic,0.7720833333333333,0.09788943390295635
3,mem,glass,0.651875,0.09215427670100675
4,mem,motor,0.639375,0.11371761705457703
5,mem,semantic,0.680625,0.09626739174967668
6,motor,glass,0.7302777777777778,0.15303484865545575
7,motor,mem,0.7099999999999999,0.14611639196202453
8,motor,semantic,0.6675,0.12059376908803023
9,semantic,glass,0.8341666666666667,0.10452082651129
10,semantic,mem,0.7962499999999999,0.13092391465493006
11,semantic,motor,0.7012499999999999,0.1343702241676226
