train_task,test_task,sub,acc
glass,semantic,MSC01,0.95
glass,motor,MSC01,0.93
glass,mem,MSC01,0.72
semantic,glass,MSC01,0.8499999999999999
semantic,motor,MSC01,0.725
semantic,mem,MSC01,0.68
motor,glass,MSC01,0.7649999999999999
motor,semantic,MSC01,0.865
motor,mem,MSC01,0.6500000000000001
mem,glass,MSC01,0.9000000000000001
mem,semantic,MSC01,1.0
mem,motor,MSC01,1.0
glass,semantic,MSC02,0.8399999999999999
glass,motor,MSC02,0.6050000000000001
glass,mem,MSC02,0.6049999999999999
semantic,glass,MSC02,0.6399999999999999
semantic,motor,MSC02,0.5
semantic,mem,MSC02,0.51
motor,glass,MSC02,0.5
motor,semantic,MSC02,0.505
motor,mem,MSC02,0.5
mem,glass,MSC02,0.735
mem,semantic,MSC02,0.8449999999999998
mem,motor,MSC02,0.6500000000000001
glass,semantic,MSC03,0.7799999999999999
glass,motor,MSC03,0.86
glass,mem,MSC03,0.6100000000000001
semantic,glass,MSC03,0.6900000000000001
semantic,motor,MSC03,0.6950000000000001
semantic,mem,MSC03,0.6300000000000001
motor,glass,MSC03,0.65
motor,semantic,MSC03,0.5499999999999999
motor,mem,MSC03,0.5799999999999998
mem,glass,MSC03,0.5449999999999999
mem,semantic,MSC03,0.78
mem,motor,MSC03,0.8400000000000001
glass,semantic,MSC04,0.9549999999999998
glass,motor,MSC04,0.9199999999999999
glass,mem,MSC04,0.8150000000000001
semantic,glass,MSC04,0.82
semantic,motor,MSC04,0.51
semantic,mem,MSC04,0.675
motor,glass,MSC04,0.9349999999999999
motor,semantic,MSC04,0.5549999999999999
motor,mem,MSC04,0.5799999999999998
mem,glass,MSC04,0.9949999999999999
mem,semantic,MSC04,0.95
mem,motor,MSC04,0.885
glass,semantic,MSC05,0.9150000000000003
glass,motor,MSC05,0.865
glass,mem,MSC05,0.9550000000000001
semantic,glass,MSC05,0.89
semantic,motor,MSC05,0.7999999999999999
semantic,mem,MSC05,0.8400000000000001
motor,glass,MSC05,0.75
motor,semantic,MSC05,0.6950000000000001
motor,mem,MSC05,0.745
mem,glass,MSC05,0.915
mem,semantic,MSC05,0.8399999999999999
mem,motor,MSC05,1.0
glass,semantic,MSC06,0.8277777777777777
glass,motor,MSC06,0.7444444444444445
glass,mem,MSC06,0.8833333333333334
semantic,glass,MSC06,0.7666666666666667
semantic,motor,MSC06,0.635
semantic,mem,MSC06,0.82
motor,glass,MSC06,0.55
motor,semantic,MSC06,0.675
motor,mem,MSC06,0.7100000000000002
mem,glass,MSC06,0.8111111111111111
mem,semantic,MSC06,0.8399999999999999
mem,motor,MSC06,0.89
glass,semantic,MSC07,1.0
glass,motor,MSC07,0.585
glass,mem,MSC07,0.6950000000000001
semantic,glass,MSC07,0.905
semantic,motor,MSC07,0.5499999999999999
semantic,mem,MSC07,0.565
motor,glass,MSC07,0.5
motor,semantic,MSC07,0.5449999999999999
motor,mem,MSC07,0.5
mem,glass,MSC07,0.9800000000000001
mem,semantic,MSC07,0.915
mem,motor,MSC07,0.7449999999999999
glass,semantic,MSC10,0.8850000000000001
glass,motor,MSC10,0.875
glass,mem,MSC10,0.82
semantic,glass,MSC10,0.89
semantic,motor,MSC10,0.6900000000000001
semantic,mem,MSC10,0.7699999999999999
motor,glass,MSC10,0.625
motor,semantic,MSC10,0.5999999999999999
motor,mem,MSC10,0.655
mem,glass,MSC10,0.865
mem,semantic,MSC10,0.8499999999999999
mem,motor,MSC10,0.9299999999999999
