,test_task,train_task,Mean,Std
0,glass,mem,0.8320833333333334,0.12305228595749487
1,glass,motor,0.6275,0.10603234008007718
2,glass,semantic,0.7822916666666666,0.10889756909846775
3,mem,glass,0.7689583333333333,0.12781726011821326
4,mem,motor,0.6175,0.08992059989632126
5,mem,semantic,0.7106250000000001,0.12385006776628864
6,motor,glass,0.7684027777777779,0.1610646998011851
7,motor,mem,0.873125,0.08070835945374112
8,motor,semantic,0.65,0.09643650760992949
9,semantic,glass,0.8878472222222222,0.07965060247372145
10,semantic,mem,0.9050000000000001,0.04847679857416327
11,semantic,motor,0.6231249999999999,0.141923961029439
