,test_task,train_task,Mean,Std
0,glass,mem,0.8184027777777777,0.1466577791619405
1,glass,motor,0.670625,0.15828178985594013
2,glass,semantic,0.8100694444444444,0.10692694662048592
3,mem,glass,0.7627083333333333,0.11940971717391992
4,mem,motor,0.63375,0.11147549378354739
5,mem,semantic,0.720625,0.11390589787815449
6,motor,glass,0.783611111111111,0.1500646539086859
7,motor,mem,0.8693749999999999,0.12292382949266943
8,motor,semantic,0.644375,0.1029020859152733
9,semantic,glass,0.8798611111111111,0.08963415255980638
10,semantic,mem,0.8943749999999998,0.07301846635318647
11,semantic,motor,0.636875,0.1396919442405835
