train_task,test_task,sub,acc
glass,semantic,MSC01,0.6499999999999999
glass,motor,MSC01,0.8
glass,mem,MSC01,0.705
semantic,glass,MSC01,0.615
semantic,motor,MSC01,0.705
semantic,mem,MSC01,0.705
motor,glass,MSC01,0.625
motor,semantic,MSC01,0.6849999999999999
motor,mem,MSC01,0.7399999999999998
mem,glass,MSC01,0.63
mem,semantic,MSC01,0.675
mem,motor,MSC01,0.7249999999999999
glass,semantic,MSC02,0.43499999999999994
glass,motor,MSC02,0.545
glass,mem,MSC02,0.305
semantic,glass,MSC02,0.5499999999999999
semantic,motor,MSC02,0.51
semantic,mem,MSC02,0.495
motor,glass,MSC02,0.6900000000000001
motor,semantic,MSC02,0.6950000000000001
motor,mem,MSC02,0.5199999999999999
mem,glass,MSC02,0.45
mem,semantic,MSC02,0.7049999999999998
mem,motor,MSC02,0.45499999999999996
glass,semantic,MSC03,0.685
glass,motor,MSC03,0.77
glass,mem,MSC03,0.5399999999999999
semantic,glass,MSC03,0.76
semantic,motor,MSC03,0.7100000000000001
semantic,mem,MSC03,0.725
motor,glass,MSC03,0.56
motor,semantic,MSC03,0.645
motor,mem,MSC03,0.555
mem,glass,MSC03,0.495
mem,semantic,MSC03,0.685
mem,motor,MSC03,0.6449999999999999
glass,semantic,MSC04,0.6900000000000001
glass,motor,MSC04,0.71
glass,mem,MSC04,0.665
semantic,glass,MSC04,0.56
semantic,motor,MSC04,0.61
semantic,mem,MSC04,0.595
motor,glass,MSC04,0.5800000000000001
motor,semantic,MSC04,0.61
motor,mem,MSC04,0.53
mem,glass,MSC04,0.5900000000000001
mem,semantic,MSC04,0.7500000000000002
mem,motor,MSC04,0.5800000000000001
glass,semantic,MSC05,0.6849999999999999
glass,motor,MSC05,0.7949999999999998
glass,mem,MSC05,0.6500000000000001
semantic,glass,MSC05,0.6849999999999999
semantic,motor,MSC05,0.865
semantic,mem,MSC05,0.755
motor,glass,MSC05,0.7649999999999999
motor,semantic,MSC05,0.7899999999999998
motor,mem,MSC05,0.6050000000000001
mem,glass,MSC05,0.74
mem,semantic,MSC05,0.7300000000000001
mem,motor,MSC05,0.7500000000000002
glass,semantic,MSC06,0.6000000000000001
glass,motor,MSC06,0.4888888888888888
glass,mem,MSC06,0.49444444444444435
semantic,glass,MSC06,0.6055555555555556
semantic,motor,MSC06,0.6450000000000001
semantic,mem,MSC06,0.7
motor,glass,MSC06,0.40555555555555556
motor,semantic,MSC06,0.5200000000000001
motor,mem,MSC06,0.525
mem,glass,MSC06,0.5499999999999999
mem,semantic,MSC06,0.665
mem,motor,MSC06,0.6300000000000001
glass,semantic,MSC07,0.7
glass,motor,MSC07,0.5399999999999999
glass,mem,MSC07,0.7949999999999998
semantic,glass,MSC07,0.6649999999999999
semantic,motor,MSC07,0.6799999999999999
semantic,mem,MSC07,0.5850000000000001
motor,glass,MSC07,0.5149999999999999
motor,semantic,MSC07,0.6000000000000001
motor,mem,MSC07,0.505
mem,glass,MSC07,0.7599999999999999
mem,semantic,MSC07,0.6450000000000001
mem,motor,MSC07,0.52
glass,semantic,MSC10,0.52
glass,motor,MSC10,0.385
glass,mem,MSC10,0.5249999999999999
semantic,glass,MSC10,0.5149999999999999
semantic,motor,MSC10,0.545
semantic,mem,MSC10,0.605
motor,glass,MSC10,0.4000000000000001
motor,semantic,MSC10,0.51
motor,mem,MSC10,0.51
mem,glass,MSC10,0.55
mem,semantic,MSC10,0.6100000000000001
mem,motor,MSC10,0.49000000000000005
