,test_task,train_task,Mean,Std
0,glass,mem,0.8055555555555556,0.07994100558472918
1,glass,motor,0.6772222222222222,0.0973529733030006
2,glass,semantic,0.8128472222222223,0.07350475245286502
3,mem,glass,0.7343749999999999,0.13356211770451337
4,mem,motor,0.6625,0.13943764607471382
5,mem,semantic,0.6706249999999999,0.12359026487320342
6,motor,glass,0.7618055555555555,0.13425237165328824
7,motor,mem,0.8300000000000001,0.10700467279516343
8,motor,semantic,0.66625,0.10528023827589189
9,semantic,glass,0.8969444444444443,0.04097144874169021
10,semantic,mem,0.8368749999999998,0.08581281539324004
11,semantic,motor,0.6643749999999999,0.10015835675854229
