,test_task,train_task,Mean,Std
0,glass,mem,0.8402777777777777,0.13696476715813008
1,glass,motor,0.6503472222222222,0.13722364805505616
2,glass,semantic,0.7956944444444445,0.09217762834629939
3,mem,glass,0.7706944444444445,0.12832517324431486
4,mem,motor,0.62,0.1027131929208707
5,mem,semantic,0.693125,0.1213594866501997
6,motor,glass,0.783888888888889,0.14683011575428329
7,motor,mem,0.870625,0.11839514649801194
8,motor,semantic,0.635625,0.09578388993681856
9,semantic,glass,0.9013888888888889,0.06933038251758948
10,semantic,mem,0.8875,0.08141603913585718
11,semantic,motor,0.6125,0.1284245192432394
