,test_task,train_task,Mean,Std
0,glass,mem,0.8379166666666666,0.13818193091625994
1,glass,motor,0.6569444444444444,0.13316391352750642
2,glass,semantic,0.8073611111111111,0.09272845851948772
3,mem,glass,0.7645138888888889,0.13640620343980203
4,mem,motor,0.6462500000000001,0.11214626928384962
5,mem,semantic,0.7100000000000001,0.14427156932079765
6,motor,glass,0.78625,0.11972438586782799
7,motor,mem,0.865,0.1099675276745692
8,motor,semantic,0.62,0.09974968671630004
9,semantic,glass,0.8840277777777777,0.08373487912670154
10,semantic,mem,0.8793749999999999,0.07542439450015023
11,semantic,motor,0.61,0.12409673645990858
