,test_task,train_task,Mean,Std
0,glass,mem,0.8385416666666665,0.14382649793392213
1,glass,motor,0.6546527777777778,0.1417890655493132
2,glass,semantic,0.8138888888888888,0.09340322402088481
3,mem,glass,0.7606944444444445,0.1372862295291926
4,mem,motor,0.62375,0.10412046594484406
5,mem,semantic,0.69375,0.12704751642031975
6,motor,glass,0.7940277777777778,0.13743260333179236
7,motor,mem,0.873125,0.11838006287257276
8,motor,semantic,0.635,0.09964221709983895
9,semantic,glass,0.8947222222222223,0.07666551643949676
10,semantic,mem,0.875,0.08310922245541022
11,semantic,motor,0.6281249999999999,0.12688401621728634
