,test_task,train_task,Mean,Std
0,glass,mem,0.8432638888888889,0.14749060218768545
1,glass,motor,0.659375,0.15088873620746415
2,glass,semantic,0.8064583333333333,0.09899670308763937
3,mem,glass,0.7629166666666668,0.12657186301835222
4,mem,motor,0.615,0.09075083628107401
5,mem,semantic,0.68625,0.11810255833687214
6,motor,glass,0.7980555555555555,0.13735052802410655
7,motor,mem,0.8674999999999999,0.12124355652982138
8,motor,semantic,0.638125,0.10885565475173337
9,semantic,glass,0.8940972222222221,0.07455803789068857
10,semantic,mem,0.8775,0.0715142343473362
11,semantic,motor,0.6237499999999999,0.11767843594182537
