,test_task,train_task,Mean,Std
0,glass,mem,0.7708333333333335,0.1287238954889156
1,glass,motor,0.6684027777777778,0.06626495205802393
2,glass,semantic,0.8138888888888889,0.051811965006290324
3,mem,glass,0.7555555555555555,0.15687198074274344
4,mem,motor,0.6712500000000001,0.10639381023886148
5,mem,semantic,0.785625,0.13531543835476734
6,motor,glass,0.7049305555555556,0.11487069546009114
7,motor,mem,0.700625,0.1308881065206898
8,motor,semantic,0.706875,0.05842806933071024
9,semantic,glass,0.8105555555555555,0.10617861228717881
10,semantic,mem,0.79625,0.11391569564500634
11,semantic,motor,0.6975,0.14655569394797135
