,test_task,train_task,Mean,Std
0,glass,mem,0.844375,0.1343619179678528
1,glass,motor,0.6545833333333334,0.14148517786522924
2,glass,semantic,0.8047222222222222,0.0981890700354516
3,mem,glass,0.7351388888888888,0.14098067649995327
4,mem,motor,0.605,0.09019819447036781
5,mem,semantic,0.656875,0.10109887310379455
6,motor,glass,0.7959027777777777,0.1504707303652409
7,motor,mem,0.8799999999999999,0.12029725088890675
8,motor,semantic,0.62375,0.08136118765813871
9,semantic,glass,0.8834027777777776,0.08491225759747432
10,semantic,mem,0.8850000000000001,0.08
11,semantic,motor,0.60875,0.11057479692174756
