,test_task,train_task,Mean,Std
0,glass,mem,0.7988194444444443,0.1108697527385644
1,glass,motor,0.7040972222222223,0.12083773482222557
2,glass,semantic,0.7815277777777778,0.11557148470795638
3,mem,glass,0.7465277777777778,0.08853986537227784
4,mem,motor,0.726875,0.09863125772289427
5,mem,semantic,0.72375,0.12927683473847895
6,motor,glass,0.7503472222222223,0.11217975681693274
7,motor,mem,0.851875,0.0696387361418096
8,motor,semantic,0.6931249999999999,0.10710267103512001
9,semantic,glass,0.7945833333333333,0.10528400743808256
10,semantic,mem,0.8225,0.08713700214522614
11,semantic,motor,0.65625,0.1275525101953813
