,test_task,train_task,Mean,Std
0,glass,mem,0.8418750000000002,0.14227582617678136
1,glass,motor,0.6616666666666666,0.15694504143726884
2,glass,semantic,0.8156944444444444,0.0908725826564845
3,mem,glass,0.7435416666666667,0.14343694344913985
4,mem,motor,0.63375,0.10565273304557722
5,mem,semantic,0.691875,0.11584896263176955
6,motor,glass,0.7906944444444445,0.14487778404712587
7,motor,mem,0.880625,0.12442546535404814
8,motor,semantic,0.635625,0.10015835675854227
9,semantic,glass,0.8865972222222223,0.07681515267690368
10,semantic,mem,0.875625,0.08780813092842173
11,semantic,motor,0.6275,0.13674794331177348
