,test_task,train_task,Mean,Std
0,glass,mem,0.8441666666666665,0.13954290459289653
1,glass,motor,0.6678472222222221,0.15157039141531534
2,glass,semantic,0.8044444444444444,0.11143049335836311
3,mem,glass,0.7686805555555555,0.12691250770508375
4,mem,motor,0.63125,0.097605254542395
5,mem,semantic,0.6943750000000002,0.1214918427596802
6,motor,glass,0.7917361111111113,0.141484145571056
7,motor,mem,0.88,0.10229509134990653
8,motor,semantic,0.6312500000000001,0.09485891779750755
9,semantic,glass,0.8920833333333332,0.07152394426466294
10,semantic,mem,0.883125,0.08374866736679626
11,semantic,motor,0.63,0.12481414754975272
