,train_task,test_task,sub,acc
0,semantic,glass,MSC01,0.845
1,semantic,motor,MSC01,0.73
2,semantic,mem,MSC01,0.93
3,glass,semantic,MSC01,0.845
4,glass,motor,MSC01,0.7899999999999999
5,glass,mem,MSC01,0.8399999999999999
6,motor,semantic,MSC01,0.595
7,motor,glass,MSC01,0.8099999999999999
8,motor,mem,MSC01,0.655
9,mem,semantic,MSC01,0.8699999999999999
10,mem,glass,MSC01,0.8099999999999999
11,mem,motor,MSC01,0.7150000000000001
12,semantic,glass,MSC02,0.6250000000000001
13,semantic,motor,MSC02,0.6950000000000001
14,semantic,mem,MSC02,0.5599999999999999
15,glass,semantic,MSC02,0.6950000000000001
16,glass,motor,MSC02,0.705
17,glass,mem,MSC02,0.595
18,motor,semantic,MSC02,0.655
19,motor,glass,MSC02,0.6500000000000001
20,motor,mem,MSC02,0.5249999999999999
21,mem,semantic,MSC02,0.6900000000000001
22,mem,glass,MSC02,0.645
23,mem,motor,MSC02,0.4
24,semantic,glass,MSC03,0.655
25,semantic,motor,MSC03,0.63
26,semantic,mem,MSC03,0.47000000000000003
27,glass,semantic,MSC03,0.675
28,glass,motor,MSC03,0.63
29,glass,mem,MSC03,0.39
30,motor,semantic,MSC03,0.64
31,motor,glass,MSC03,0.6199999999999999
32,motor,mem,MSC03,0.595
33,mem,semantic,MSC03,0.5399999999999999
34,mem,glass,MSC03,0.425
35,mem,motor,MSC03,0.5650000000000001
36,semantic,glass,MSC04,0.7899999999999999
37,semantic,motor,MSC04,0.5399999999999999
38,semantic,mem,MSC04,0.7100000000000001
39,glass,semantic,MSC04,0.89
40,glass,motor,MSC04,0.75
41,glass,mem,MSC04,0.76
42,motor,semantic,MSC04,0.7849999999999999
43,motor,glass,MSC04,0.8599999999999998
44,motor,mem,MSC04,0.5899999999999999
45,mem,semantic,MSC04,0.9049999999999999
46,mem,glass,MSC04,0.7050000000000001
47,mem,motor,MSC04,0.5399999999999999
48,semantic,glass,MSC05,0.6850000000000002
49,semantic,motor,MSC05,0.685
50,semantic,mem,MSC05,0.675
51,glass,semantic,MSC05,0.74
52,glass,motor,MSC05,0.8400000000000001
53,glass,mem,MSC05,0.76
54,motor,semantic,MSC05,0.6200000000000001
55,motor,glass,MSC05,0.7699999999999999
56,motor,mem,MSC05,0.6050000000000001
57,mem,semantic,MSC05,0.62
58,mem,glass,MSC05,0.685
59,mem,motor,MSC05,0.655
60,semantic,glass,MSC06,0.5166666666666666
61,semantic,motor,MSC06,0.675
62,semantic,mem,MSC06,0.59
63,glass,semantic,MSC06,0.7333333333333333
64,glass,motor,MSC06,0.44999999999999996
65,glass,mem,MSC06,0.46666666666666656
66,motor,semantic,MSC06,0.6450000000000001
67,motor,glass,MSC06,0.7444444444444444
68,motor,mem,MSC06,0.52
69,mem,semantic,MSC06,0.835
70,mem,glass,MSC06,0.36666666666666664
71,mem,motor,MSC06,0.5899999999999999
72,semantic,glass,MSC07,0.5849999999999999
73,semantic,motor,MSC07,0.8549999999999999
74,semantic,mem,MSC07,0.6299999999999999
75,glass,semantic,MSC07,0.685
76,glass,motor,MSC07,0.8049999999999999
77,glass,mem,MSC07,0.655
78,motor,semantic,MSC07,0.625
79,motor,glass,MSC07,0.685
80,motor,mem,MSC07,0.565
81,mem,semantic,MSC07,0.745
82,mem,glass,MSC07,0.77
83,mem,motor,MSC07,0.7550000000000001
84,semantic,glass,MSC10,0.9049999999999999
85,semantic,motor,MSC10,0.6700000000000002
86,semantic,mem,MSC10,0.6950000000000001
87,glass,semantic,MSC10,0.7849999999999999
88,glass,motor,MSC10,0.66
89,glass,mem,MSC10,0.6950000000000001
90,motor,semantic,MSC10,0.71
91,motor,glass,MSC10,0.7000000000000001
92,motor,mem,MSC10,0.7699999999999999
93,mem,semantic,MSC10,0.785
94,mem,glass,MSC10,0.705
95,mem,motor,MSC10,0.8450000000000001
