sub,mixed,motor,mem
MSC01,0.95,0.95,0.95
MSC02,0.75,0.85,0.85
MSC03,0.85,0.9,0.8
MSC04,0.8,0.85,0.8
MSC05,0.6,0.75,0.8
MSC06,0.95,0.75,0.85
MSC07,0.8,0.85,0.75
MSC10,0.9,0.9,0.85
